396030.000 4591970.000 63.66
396050.000 4591970.000 0
396070.000 4591970.000 0
396090.000 4591970.000 19.44
396110.000 4591970.000 0
396130.000 4591970.000 0
396150.000 4591970.000 0
396170.000 4591970.000 0
396190.000 4591970.000 0
396210.000 4591970.000 0
396230.000 4591970.000 38.89
396250.000 4591970.000 51.16
396270.000 4591970.000 77.05
396290.000 4591970.000 31.07
396310.000 4591970.000 0
396330.000 4591970.000 0
396350.000 4591970.000 51.23
396370.000 4591970.000 75.37
396390.000 4591970.000 0
396410.000 4591970.000 0
396430.000 4591970.000 0
396450.000 4591970.000 0
396470.000 4591970.000 88.09
396490.000 4591970.000 78.51
396510.000 4591970.000 73.95
396530.000 4591970.000 76.73
396550.000 4591970.000 89.97
396570.000 4591970.000 0
396590.000 4591970.000 0
396610.000 4591970.000 0
396630.000 4591970.000 0
396650.000 4591970.000 0
396670.000 4591970.000 0
396690.000 4591970.000 0
396030.000 4591950.000 0
396050.000 4591950.000 0
396070.000 4591950.000 25.37
396090.000 4591950.000 25.74
396110.000 4591950.000 0
396130.000 4591950.000 0
396150.000 4591950.000 0
396170.000 4591950.000 0
396190.000 4591950.000 0
396210.000 4591950.000 0
396230.000 4591950.000 33.99
396250.000 4591950.000 66.41
396270.000 4591950.000 71.54
396290.000 4591950.000 66.47
396310.000 4591950.000 0
396330.000 4591950.000 0
396350.000 4591950.000 44.72
396370.000 4591950.000 82.65
396390.000 4591950.000 85.37
396410.000 4591950.000 51.88
396430.000 4591950.000 0
396450.000 4591950.000 0
396470.000 4591950.000 0
396490.000 4591950.000 0
396510.000 4591950.000 75.6
396530.000 4591950.000 57.68
396550.000 4591950.000 63.24
396570.000 4591950.000 55.96
396590.000 4591950.000 0
396610.000 4591950.000 0
396630.000 4591950.000 0
396650.000 4591950.000 0
396670.000 4591950.000 0
396690.000 4591950.000 0
396030.000 4591930.000 0
396050.000 4591930.000 0
396070.000 4591930.000 0
396090.000 4591930.000 28.07
396110.000 4591930.000 18.39
396130.000 4591930.000 23.25
396150.000 4591930.000 0
396170.000 4591930.000 0
396190.000 4591930.000 0
396210.000 4591930.000 0
396230.000 4591930.000 0
396250.000 4591930.000 57.22
396270.000 4591930.000 82.95
396290.000 4591930.000 62.09
396310.000 4591930.000 31.21
396330.000 4591930.000 0
396350.000 4591930.000 0
396370.000 4591930.000 85.57
396390.000 4591930.000 41.39
396410.000 4591930.000 47.75
396430.000 4591930.000 46.21
396450.000 4591930.000 0
396470.000 4591930.000 0
396490.000 4591930.000 0
396510.000 4591930.000 76.72
396530.000 4591930.000 66.45
396550.000 4591930.000 32.98
396570.000 4591930.000 58.46
396590.000 4591930.000 0
396610.000 4591930.000 0
396630.000 4591930.000 0
396650.000 4591930.000 0
396670.000 4591930.000 0
396690.000 4591930.000 0
396030.000 4591910.000 0
396050.000 4591910.000 0
396070.000 4591910.000 0
396090.000 4591910.000 35.92
396110.000 4591910.000 42.35
396130.000 4591910.000 0
396150.000 4591910.000 0
396170.000 4591910.000 0
396190.000 4591910.000 0
396210.000 4591910.000 0
396230.000 4591910.000 0
396250.000 4591910.000 47.94
396270.000 4591910.000 86.18
396290.000 4591910.000 84.88
396310.000 4591910.000 77.9
396330.000 4591910.000 0
396350.000 4591910.000 0
396370.000 4591910.000 40.43
396390.000 4591910.000 82.02
396410.000 4591910.000 64.82
396430.000 4591910.000 78.05
396450.000 4591910.000 69.54
396470.000 4591910.000 0
396490.000 4591910.000 0
396510.000 4591910.000 67.54
396530.000 4591910.000 75.73
396550.000 4591910.000 55.6
396570.000 4591910.000 98.08
396590.000 4591910.000 63.11
396610.000 4591910.000 0
396630.000 4591910.000 0
396650.000 4591910.000 0
396670.000 4591910.000 0
396690.000 4591910.000 0
396030.000 4591890.000 0
396050.000 4591890.000 0
396070.000 4591890.000 0
396090.000 4591890.000 52.39
396110.000 4591890.000 58.45
396130.000 4591890.000 43.08
396150.000 4591890.000 0
396170.000 4591890.000 0
396190.000 4591890.000 0
396210.000 4591890.000 0
396230.000 4591890.000 0
396250.000 4591890.000 0
396270.000 4591890.000 88.64
396290.000 4591890.000 84.13
396310.000 4591890.000 102.35
396330.000 4591890.000 0
396350.000 4591890.000 0
396370.000 4591890.000 41.5
396390.000 4591890.000 100.51
396410.000 4591890.000 75.67
396430.000 4591890.000 79.25
396450.000 4591890.000 63.43
396470.000 4591890.000 42.1
396490.000 4591890.000 0
396510.000 4591890.000 68.3
396530.000 4591890.000 74.53
396550.000 4591890.000 74.18
396570.000 4591890.000 86.31
396590.000 4591890.000 110.27
396610.000 4591890.000 91.47
396630.000 4591890.000 0
396650.000 4591890.000 0
396670.000 4591890.000 0
396690.000 4591890.000 0
396030.000 4591870.000 41.64
396050.000 4591870.000 0
396070.000 4591870.000 0
396090.000 4591870.000 36
396110.000 4591870.000 46.91
396130.000 4591870.000 69.66
396150.000 4591870.000 29.68
396170.000 4591870.000 0
396190.000 4591870.000 0
